county,state,sab,fips,per_dem,per_gop
Jerome,Idaho,ID,16053,0.198462548045,0.688759726259
Kootenai,Idaho,ID,16055,0.245361011375,0.670563919983
Latah,Idaho,ID,16057,0.445993607407,0.39981263088299995
Lemhi,Idaho,ID,16059,0.180186823992,0.740167158309
Lewis,Idaho,ID,16061,0.169811320755,0.755974842767
Lincoln,Idaho,ID,16063,0.205949656751,0.677345537757
Madison,Idaho,ID,16065,0.07656020909030001,0.569962389239
Minidoka,Idaho,ID,16067,0.16986899563299998,0.71135371179
Nez Perce,Idaho,ID,16069,0.280779296307,0.6222157603949999
Oneida,Idaho,ID,16071,0.08897485493230001,0.740328820116
Owyhee,Idaho,ID,16073,0.15076530612199998,0.7785714285709999
Payette,Idaho,ID,16075,0.156408907592,0.755041206383
Power,Idaho,ID,16077,0.253444525018,0.604060913706
Shoshone,Idaho,ID,16079,0.2703125,0.6439453125
Teton,Idaho,ID,16081,0.43435360451099997,0.435159081756
Twin Falls,Idaho,ID,16083,0.214592543818,0.660427052958
Valley,Idaho,ID,16085,0.357636941484,0.543279117592
Washington,Idaho,ID,16087,0.174225415357,0.73709025595
Adams,Illinois,IL,17001,0.240258105131,0.7155177840729999
Alexander,Illinois,IL,17003,0.44751773049599997,0.530496453901
Bond,Illinois,IL,17005,0.276869471991,0.654516215492
Boone,Illinois,IL,17007,0.396036099805,0.542426119271
Brown,Illinois,IL,17009,0.203339041096,0.760273972603
Bureau,Illinois,IL,17011,0.368643807888,0.568238974422
Calhoun,Illinois,IL,17013,0.289123630673,0.672535211268
Carroll,Illinois,IL,17015,0.331384280664,0.602121294534
Cass,Illinois,IL,17017,0.319944598338,0.636327661258
Champaign,Illinois,IL,17019,0.557132606843,0.37260639490599995
Christian,Illinois,IL,17021,0.260091443501,0.6872632266490001
Clark,Illinois,IL,17023,0.239544698811,0.718761990024
Clay,Illinois,IL,17025,0.161516406499,0.797865562281
Clinton,Illinois,IL,17027,0.22810979847100002,0.7177438035670001
Coles,Illinois,IL,17029,0.337581093605,0.6017145505100001
Cook,Illinois,IL,17031,0.743757709047,0.214193162273
Crawford,Illinois,IL,17033,0.23145644763099998,0.7224638532969999
Cumberland,Illinois,IL,17035,0.186468347542,0.761835661165
De Witt,Illinois,IL,17039,0.25532199759,0.6790735038160001
Douglas,Illinois,IL,17041,0.240573618494,0.7040425268880001
Edgar,Illinois,IL,17045,0.22844661441599998,0.7238853912369999
Edwards,Illinois,IL,17047,0.130434782609,0.838466183575
Effingham,Illinois,IL,17049,0.176210695433,0.781099380308
Fayette,Illinois,IL,17051,0.190646347872,0.773830793484
Ford,Illinois,IL,17053,0.22420098584800002,0.711400858642
Franklin,Illinois,IL,17055,0.254195219338,0.7069012032590001
Fulton,Illinois,IL,17057,0.39195336024099997,0.543404446153
Gallatin,Illinois,IL,17059,0.243775548123,0.721664808621
Greene,Illinois,IL,17061,0.216889209672,0.7468422952
Grundy,Illinois,IL,17063,0.350399720414,0.586125551527
Hamilton,Illinois,IL,17065,0.19309678976599998,0.773594014
Hancock,Illinois,IL,17067,0.22307495523200002,0.730749552315
Hardin,Illinois,IL,17069,0.19643694327199998,0.773558368495
Henderson,Illinois,IL,17071,0.330747126437,0.61867816092
Henry,Illinois,IL,17073,0.364600528227,0.576180257511
Iroquois,Illinois,IL,17075,0.19314400681,0.7527663855140001
Jackson,Illinois,IL,17077,0.47407074952100003,0.44428577257299995
Jasper,Illinois,IL,17079,0.181034482759,0.778409090909
Jefferson,Illinois,IL,17081,0.262100130812,0.694553454632
Jersey,Illinois,IL,17083,0.245027041892,0.709230910258
Jo Daviess,Illinois,IL,17085,0.398317974412,0.546926724524
Johnson,Illinois,IL,17087,0.188632208742,0.7718131959450001
Kane,Illinois,IL,17089,0.513638242894,0.424222222222
Kankakee,Illinois,IL,17091,0.406134547642,0.5387275539140001
Kendall,Illinois,IL,17093,0.46033651480899995,0.475292728525
Knox,Illinois,IL,17095,0.452513203424,0.4852485886
Lake,Illinois,IL,17097,0.572891332339,0.369951017461
La Salle,Illinois,IL,17099,0.3978987347,0.542221396578
Lawrence,Illinois,IL,17101,0.213280344428,0.747971518463
Lee,Illinois,IL,17103,0.36141965166,0.565034505422
Livingston,Illinois,IL,17105,0.265302066773,0.675476947536
Logan,Illinois,IL,17107,0.272135201979,0.6732893652099999
Macon,Illinois,IL,17115,0.38514899646799994,0.566419220439
Macoupin,Illinois,IL,17117,0.298523833463,0.648690644852
Madison,Illinois,IL,17119,0.393551312724,0.549600475364
Marion,Illinois,IL,17121,0.254879518072,0.70343373494
Marshall,Illinois,IL,17123,0.30221921057100004,0.639674741657
Mason,Illinois,IL,17125,0.312140525416,0.629721747241
Massac,Illinois,IL,17127,0.23443389115,0.7302879541689999
Menard,Illinois,IL,17129,0.281488401059,0.658570761326
Mercer,Illinois,IL,17131,0.363668765593,0.570274444576
Monroe,Illinois,IL,17133,0.289504036909,0.661319073084
Montgomery,Illinois,IL,17135,0.27203990958,0.6716033985500001
Morgan,Illinois,IL,17137,0.321284315739,0.620250564798
Moultrie,Illinois,IL,17139,0.237719439523,0.7171847318410001
Ogle,Illinois,IL,17141,0.337213211194,0.602739726027
Peoria,Illinois,IL,17143,0.483263409282,0.455676757245
Perry,Illinois,IL,17145,0.250669688852,0.702246033381
Piatt,Illinois,IL,17147,0.295875941117,0.631868749298
Pike,Illinois,IL,17149,0.189326897291,0.770850093859
Pope,Illinois,IL,17151,0.17542213883699997,0.787054409006
Pulaski,Illinois,IL,17153,0.330367974121,0.6401132228059999
Putnam,Illinois,IL,17155,0.37158647594300004,0.572821846554
Randolph,Illinois,IL,17157,0.243799885975,0.712086659065
Richland,Illinois,IL,17159,0.206946264744,0.751769331586
Rock Island,Illinois,IL,17161,0.51226755173,0.428276508234
St. Clair,Illinois,IL,17163,0.504861536397,0.448645565054
Saline,Illinois,IL,17165,0.227078511661,0.734199750757
Sangamon,Illinois,IL,17167,0.42220540674999996,0.516450369019
Schuyler,Illinois,IL,17169,0.283227848101,0.665348101266
Scott,Illinois,IL,17171,0.204413472706,0.760743321719
Shelby,Illinois,IL,17173,0.208852639296,0.7522910557179999
Stark,Illinois,IL,17175,0.276320650166,0.656446250462
Stephenson,Illinois,IL,17177,0.385710627401,0.555441741357
Tazewell,Illinois,IL,17179,0.324687830521,0.609657915923
Union,Illinois,IL,17181,0.280596664318,0.678881841673
Vermilion,Illinois,IL,17183,0.331420517467,0.623577972415
Wabash,Illinois,IL,17185,0.2121436505,0.747686042207
Warren,Illinois,IL,17187,0.387402597403,0.554155844156
Washington,Illinois,IL,17189,0.196041214751,0.754609544469
Wayne,Illinois,IL,17191,0.126937984496,0.843386627907
White,Illinois,IL,17193,0.193716559199,0.7736314995199999
Whiteside,Illinois,IL,17195,0.436533121777,0.49968266560900004
Will,Illinois,IL,17197,0.502491323322,0.44577849558399996
Williamson,Illinois,IL,17199,0.271752275476,0.684329450703
Winnebago,Illinois,IL,17201,0.46533129252300004,0.477071850089
Woodford,Illinois,IL,17203,0.261385321574,0.679766878127
Adams,Indiana,IN,18001,0.214893780198,0.7394738860340001
Allen,Indiana,IN,18003,0.37878548841799997,0.5748180564800001
Bartholomew,Indiana,IN,18005,0.303837722684,0.637160764457
Benton,Indiana,IN,18007,0.235358511221,0.705801860974
Blackford,Indiana,IN,18009,0.257776856076,0.6945250933220001
Boone,Indiana,IN,18011,0.317550918561,0.6130189326600001
Brown,Indiana,IN,18013,0.318411734952,0.634167931209
Carroll,Indiana,IN,18015,0.219653850621,0.728656057614
Cass,Indiana,IN,18017,0.265864874425,0.6860275910860001
Clark,Indiana,IN,18019,0.367701158422,0.587273011897
Clay,Indiana,IN,18021,0.204813926636,0.7574384936499999
Clinton,Indiana,IN,18023,0.236970410222,0.717047747142
Crawford,Indiana,IN,18025,0.288172511435,0.65628403398
Daviess,Indiana,IN,18027,0.167660208644,0.7959202682559999
Dearborn,Indiana,IN,18029,0.204224173986,0.757423672104
Decatur,Indiana,IN,18031,0.191167192429,0.765029292474
Delaware,Indiana,IN,18035,0.40493075907700005,0.541779458153
Dubois,Indiana,IN,18037,0.270572877441,0.671034794397
Elkhart,Indiana,IN,18039,0.317041741452,0.6413855523340001
Fayette,Indiana,IN,18041,0.236306400839,0.717628541448
Floyd,Indiana,IN,18043,0.374452652787,0.575607790463
Fountain,Indiana,IN,18045,0.197484613326,0.7574257425740001
Franklin,Indiana,IN,18047,0.17898089172000003,0.788444040036
Fulton,Indiana,IN,18049,0.23405779794599998,0.717697635539
Gibson,Indiana,IN,18051,0.24043433298900002,0.716067735264
Grant,Indiana,IN,18053,0.27849756329500003,0.673917350133
Greene,Indiana,IN,18055,0.21281697304400002,0.74656688222
Hamilton,Indiana,IN,18057,0.37241424200999995,0.5682418798409999
Hancock,Indiana,IN,18059,0.247064701474,0.695311849446
Harrison,Indiana,IN,18061,0.257772020725,0.7012629533679999
Hendricks,Indiana,IN,18063,0.300233862181,0.642137712934
Henry,Indiana,IN,18065,0.255242839352,0.692154420922
Howard,Indiana,IN,18067,0.305136855852,0.644147575774
Huntington,Indiana,IN,18069,0.219481657694,0.7292475272319999
Jackson,Indiana,IN,18071,0.21919917864500002,0.7333447410449999
Jasper,Indiana,IN,18073,0.249718700773,0.7037731603030001
Jay,Indiana,IN,18075,0.23725194674699998,0.715523737754
Jefferson,Indiana,IN,18077,0.321298566228,0.634276799643
Jennings,Indiana,IN,18079,0.212685560054,0.739721097616
Johnson,Indiana,IN,18081,0.261486659922,0.686345860575
Knox,Indiana,IN,18083,0.243622037073,0.715429826261
Kosciusko,Indiana,IN,18085,0.19779358761399998,0.7493340019429999
Lake,Indiana,IN,18089,0.5837590575639999,0.377358961682
Lawrence,Indiana,IN,18093,0.220696162718,0.735688823653
Madison,Indiana,IN,18095,0.346533730898,0.603354453969
Marion,Indiana,IN,18097,0.589015980281,0.360672445786
Marshall,Indiana,IN,18099,0.266437139049,0.682252332297
Martin,Indiana,IN,18101,0.183274391512,0.7686706885789999
Miami,Indiana,IN,18103,0.20580357142900002,0.7421875
Monroe,Indiana,IN,18105,0.593217985874,0.356229283446
Montgomery,Indiana,IN,18107,0.222634262632,0.731805840673
Morgan,Indiana,IN,18109,0.193617703656,0.759172546504
Newton,Indiana,IN,18111,0.242272491798,0.7035054394750001
Noble,Indiana,IN,18113,0.231142687981,0.722202486679
Ohio,Indiana,IN,18115,0.235173123072,0.726088447035
Orange,Indiana,IN,18117,0.250091586274,0.7082671876909999
Owen,Indiana,IN,18119,0.228403755869,0.7219483568080001
Parke,Indiana,IN,18121,0.219130170316,0.73950729927
Perry,Indiana,IN,18123,0.381557632399,0.567725856698
Pike,Indiana,IN,18125,0.216998494228,0.735820645809
Porter,Indiana,IN,18127,0.438359567014,0.506183653192
Posey,Indiana,IN,18129,0.28237467866300003,0.674244858612
Pulaski,Indiana,IN,18131,0.244068420085,0.708846790509
Putnam,Indiana,IN,18133,0.228610354223,0.724591280654
Randolph,Indiana,IN,18135,0.23393267023699998,0.718726090283
Ripley,Indiana,IN,18137,0.19319781079,0.766692728694
Rush,Indiana,IN,18139,0.211394510674,0.733573606876
St. Joseph,Indiana,IN,18141,0.47735080217799997,0.475267697255
Scott,Indiana,IN,18143,0.291611479029,0.6704194260490001
Shelby,Indiana,IN,18145,0.236799553945,0.709116253136
Spencer,Indiana,IN,18147,0.28727783914,0.659905613013
Starke,Indiana,IN,18149,0.269781053544,0.690114892695
Steuben,Indiana,IN,18151,0.257467309016,0.696971782519
Sullivan,Indiana,IN,18153,0.24687463488699998,0.717139852787
Switzerland,Indiana,IN,18155,0.255564715581,0.702940368233
Tippecanoe,Indiana,IN,18157,0.439417921054,0.496010724207
Tipton,Indiana,IN,18159,0.211318242344,0.744207723036
Union,Indiana,IN,18161,0.217589774802,0.744065733414
Vanderburgh,Indiana,IN,18163,0.39323484858999996,0.561752157539
Vermilion,Indiana,IN,18165,0.301027050485,0.652538695212
Vigo,Indiana,IN,18167,0.402385705982,0.554070105386
Wabash,Indiana,IN,18169,0.224972046217,0.731941856131
Warren,Indiana,IN,18171,0.214085225823,0.738964021434
Warrick,Indiana,IN,18173,0.306866155561,0.646188658854
Washington,Indiana,IN,18175,0.232595076326,0.724080120004
Wayne,Indiana,IN,18177,0.325395894428,0.626705767351
Wells,Indiana,IN,18179,0.19698239731800002,0.7619446772840001
White,Indiana,IN,18181,0.258836598667,0.688042819632
Whitley,Indiana,IN,18183,0.217508850982,0.73105889926
Adair,Iowa,IA,19001,0.299813780261,0.653365256717
Adams,Iowa,IA,19003,0.271373679155,0.66906820365
Allamakee,Iowa,IA,19005,0.352347520842,0.595582857979
Appanoose,Iowa,IA,19007,0.297408136483,0.66125328084
Audubon,Iowa,IA,19009,0.319325244155,0.631843740752
Benton,Iowa,IA,19011,0.34127100073,0.600876552228
Black Hawk,Iowa,IA,19013,0.506255832714,0.433115578684
Boone,Iowa,IA,19015,0.39452231121299997,0.533323798627
Bremer,Iowa,IA,19017,0.40067415730300004,0.53925093633
Buchanan,Iowa,IA,19019,0.39124001183799995,0.5429614284309999
Buena Vista,Iowa,IA,19021,0.34857562049199997,0.59848392224
Butler,Iowa,IA,19023,0.290063028027,0.659514550087
Calhoun,Iowa,IA,19025,0.273457394711,0.678942213516
Carroll,Iowa,IA,19027,0.31672256828,0.635074269286
Cass,Iowa,IA,19029,0.275832742736,0.673990077959
Cedar,Iowa,IA,19031,0.38120605156599996,0.562007244833
Cerro Gordo,Iowa,IA,19033,0.43476339857699997,0.511774842045
Cherokee,Iowa,IA,19035,0.270934367928,0.677012609117
Chickasaw,Iowa,IA,19037,0.35558347730499995,0.587246741008
Clarke,Iowa,IA,19039,0.332122587968,0.614301929625
Clay,Iowa,IA,19041,0.262936080543,0.6871926949189999
Clayton,Iowa,IA,19043,0.355682567597,0.583534842823
Clinton,Iowa,IA,19045,0.44307191841000004,0.49450501143
Crawford,Iowa,IA,19047,0.289274264063,0.671524336928
Dallas,Iowa,IA,19049,0.41635430789300004,0.5127468963499999
Davis,Iowa,IA,19051,0.252980819077,0.7052877138410001
Decatur,Iowa,IA,19053,0.324331623008,0.620037807183
Delaware,Iowa,IA,19055,0.32253136934,0.62062193126
Des Moines,Iowa,IA,19057,0.43702239085100003,0.506546251269
Dickinson,Iowa,IA,19059,0.297745681663,0.658046257441
Dubuque,Iowa,IA,19061,0.464424822073,0.476864408508
Emmet,Iowa,IA,19063,0.288081580625,0.663055024432
Fayette,Iowa,IA,19065,0.373586059309,0.569754407419
Floyd,Iowa,IA,19067,0.39787100814000004,0.547401377583
Franklin,Iowa,IA,19069,0.303153611394,0.641505595117
Fremont,Iowa,IA,19071,0.26983680360199996,0.675576814856
Greene,Iowa,IA,19073,0.35447291054200003,0.591978160437
Grundy,Iowa,IA,19075,0.272982559858,0.6674549216669999
Guthrie,Iowa,IA,19077,0.304209409268,0.637247966042
Hamilton,Iowa,IA,19079,0.357754644881,0.586375016471
Hancock,Iowa,IA,19081,0.272055030095,0.683061049011
Hardin,Iowa,IA,19083,0.329336340971,0.6210376350469999
Harrison,Iowa,IA,19085,0.287747357007,0.6630523177009999
Henry,Iowa,IA,19087,0.311975016153,0.620719362481
Howard,Iowa,IA,19089,0.371422232083,0.579321056135
Humboldt,Iowa,IA,19091,0.24855950725200002,0.708126365985
Ida,Iowa,IA,19093,0.22061281336999997,0.7395543175489999
Iowa,Iowa,IA,19095,0.34930026169100004,0.590852201616
Jackson,Iowa,IA,19097,0.37602900823200003,0.570462563701
Jasper,Iowa,IA,19099,0.378568385173,0.562207072859
Jefferson,Iowa,IA,19101,0.46269216348000003,0.46719160104999996
Johnson,Iowa,IA,19103,0.6602853101,0.277549347542
Jones,Iowa,IA,19105,0.377484766757,0.571171711118
Keokuk,Iowa,IA,19107,0.26039522437199997,0.696788801976
Kossuth,Iowa,IA,19109,0.297354497354,0.66278659612
Lee,Iowa,IA,19111,0.38979424904,0.5513118983199999
Linn,Iowa,IA,19113,0.510020581874,0.420210353729
Louisa,Iowa,IA,19115,0.33238923730500003,0.619057252681
Lucas,Iowa,IA,19117,0.287642541308,0.668606004189
Lyon,Iowa,IA,19119,0.144728535354,0.818813131313
Madison,Iowa,IA,19121,0.31280065704599996,0.626070632406
Mahaska,Iowa,IA,19123,0.24833238040800001,0.7055460263009999
Marion,Iowa,IA,19125,0.31155292241099997,0.623219778968
Marshall,Iowa,IA,19127,0.43067796610200004,0.515536723164
Mills,Iowa,IA,19129,0.273396424816,0.663774973712
Mitchell,Iowa,IA,19131,0.35055970149300003,0.59328358209
Monona,Iowa,IA,19133,0.274917127072,0.688397790055
Monroe,Iowa,IA,19135,0.273933402706,0.685483870968
Montgomery,Iowa,IA,19137,0.262505002001,0.6864745898360001
Muscatine,Iowa,IA,19139,0.434035418631,0.500314366551
O'Brien,Iowa,IA,19141,0.178824169842,0.7804844855740001
Osceola,Iowa,IA,19143,0.172661870504,0.7907413199869999
Page,Iowa,IA,19145,0.25846727899,0.699626865672
Palo Alto,Iowa,IA,19147,0.298459563543,0.658750534874
Plymouth,Iowa,IA,19149,0.220418166501,0.7397564524779999
Pocahontas,Iowa,IA,19151,0.251109370921,0.702688593057
Polk,Iowa,IA,19153,0.5239077138600001,0.408987829437
Pottawattamie,Iowa,IA,19155,0.363306967271,0.5788140008529999
Poweshiek,Iowa,IA,19157,0.44073042401699997,0.509233467451
Ringgold,Iowa,IA,19159,0.280551415797,0.678092399404
Sac,Iowa,IA,19161,0.246025591314,0.715781310585
Scott,Iowa,IA,19163,0.47482268668000005,0.460460896817
Shelby,Iowa,IA,19165,0.262998405104,0.692185007974
Sioux,Iowa,IA,19167,0.12724442715,0.82055700706
Story,Iowa,IA,19169,0.512880801472,0.39073809037
Tama,Iowa,IA,19171,0.36984715145900005,0.575266327003
Taylor,Iowa,IA,19173,0.251415251415,0.701964701965
Union,Iowa,IA,19175,0.332871012483,0.610436893204
Van Buren,Iowa,IA,19177,0.239081111741,0.715825297788
Wapello,Iowa,IA,19179,0.372832755401,0.580821552414
Warren,Iowa,IA,19181,0.38530985287600006,0.548855699212
Washington,Iowa,IA,19183,0.363821138211,0.570029563932
Wayne,Iowa,IA,19185,0.246148579254,0.708319068812
Webster,Iowa,IA,19187,0.36504437612400004,0.582922443297
Winnebago,Iowa,IA,19189,0.335840475774,0.601189435018
Winneshiek,Iowa,IA,19191,0.46696977801600004,0.475349915307
Woodbury,Iowa,IA,19193,0.375049495726,0.573614701977
Worth,Iowa,IA,19195,0.36124288424999995,0.579459203036
Wright,Iowa,IA,19197,0.317700453858,0.6370818624979999
Allen,Kansas,KS,20001,0.263078660143,0.6727512231839999
Anderson,Kansas,KS,20003,0.202929508697,0.728104974062
Atchison,Kansas,KS,20005,0.304395432504,0.622086657281
Barber,Kansas,KS,20007,0.127206880942,0.8248076052509999
Barton,Kansas,KS,20009,0.18070975416299997,0.769825535289
Bourbon,Kansas,KS,20011,0.22068266306200002,0.7289624873270001
Brown,Kansas,KS,20013,0.214646464646,0.7224747474750001
Butler,Kansas,KS,20015,0.239880226239,0.6942811726000001
Chase,Kansas,KS,20017,0.23323397913600002,0.718330849478
Chautauqua,Kansas,KS,20019,0.127913279133,0.841192411924
Cherokee,Kansas,KS,20021,0.233603625089,0.717505366086
Cheyenne,Kansas,KS,20023,0.13342796309399999,0.8317955997159999
Clark,Kansas,KS,20025,0.12004069175999998,0.827060020346
Clay,Kansas,KS,20027,0.17842768983100002,0.75959216528
Cloud,Kansas,KS,20029,0.194205168363,0.7454972592010001
Coffey,Kansas,KS,20031,0.18147400302900002,0.75466935891
Comanche,Kansas,KS,20033,0.119019836639,0.8226371061839999
Cowley,Kansas,KS,20035,0.282310409991,0.658614739956
Crawford,Kansas,KS,20037,0.351569008609,0.582754790336
Decatur,Kansas,KS,20039,0.121917808219,0.8356164383560001
Dickinson,Kansas,KS,20041,0.197552447552,0.737387612388
Doniphan,Kansas,KS,20043,0.173499702911,0.7727272727269999
Douglas,Kansas,KS,20045,0.6238518794969999,0.296655677884
Edwards,Kansas,KS,20047,0.159021406728,0.7897553516820001
Elk,Kansas,KS,20049,0.127084988086,0.832406671962
Ellis,Kansas,KS,20051,0.228902229846,0.712778730703
Ellsworth,Kansas,KS,20053,0.19611576542300002,0.7361005331300001
Finney,Kansas,KS,20055,0.308909670126,0.632514643921
Ford,Kansas,KS,20057,0.27367003367,0.672592592593
Franklin,Kansas,KS,20059,0.265434415463,0.6591292925500001
Geary,Kansas,KS,20061,0.360359096647,0.577360078552
Gove,Kansas,KS,20063,0.11219879518100001,0.8486445783130001
Graham,Kansas,KS,20065,0.146245059289,0.8007905138339999
Grant,Kansas,KS,20067,0.184768498486,0.759411510169
Gray,Kansas,KS,20069,0.127797115863,0.820984584784
Greeley,Kansas,KS,20071,0.129890453834,0.818466353678
Greenwood,Kansas,KS,20073,0.172180718605,0.7634293845610001
Hamilton,Kansas,KS,20075,0.134592680047,0.814639905549
Harper,Kansas,KS,20077,0.154397134899,0.7759649820929999
Harvey,Kansas,KS,20079,0.344291609354,0.584800550206
Haskell,Kansas,KS,20081,0.175384615385,0.7776923076919999
Hodgeman,Kansas,KS,20083,0.12326043737600001,0.839960238569
Jackson,Kansas,KS,20085,0.25999650777,0.678889470927
Jefferson,Kansas,KS,20087,0.304625199362,0.627162311373
Jewell,Kansas,KS,20089,0.12137559002000001,0.811867835469
Johnson,Kansas,KS,20091,0.45155547929799994,0.47866153356700003
Kearny,Kansas,KS,20093,0.169056603774,0.7909433962260001
Kingman,Kansas,KS,20095,0.181042365133,0.7640963121
Kiowa,Kansas,KS,20097,0.108504398827,0.8357771261
Labette,Kansas,KS,20099,0.282106326556,0.660689480995
Lane,Kansas,KS,20101,0.12515042117900002,0.823104693141
Leavenworth,Kansas,KS,20103,0.339129262704,0.585894325381
Lincoln,Kansas,KS,20105,0.14779005524900002,0.806629834254
Linn,Kansas,KS,20107,0.168497312456,0.7892030848330001
Logan,Kansas,KS,20109,0.110534124629,0.833827893175
Lyon,Kansas,KS,20111,0.379395487441,0.540996168582
Marion,Kansas,KS,20115,0.21537053979899998,0.718755718207
Marshall,Kansas,KS,20117,0.23154215814800003,0.709916994321
Meade,Kansas,KS,20119,0.12298507462700001,0.829850746269
Miami,Kansas,KS,20121,0.26842033714,0.668773790103
Mitchell,Kansas,KS,20123,0.166076487252,0.784702549575
Montgomery,Kansas,KS,20125,0.21999483782200002,0.7283833777850001
Morris,Kansas,KS,20127,0.228193146417,0.697040498442
Morton,Kansas,KS,20129,0.125,0.8362068965520001
Nemaha,Kansas,KS,20131,0.142089552239,0.809154228856
Neosho,Kansas,KS,20133,0.23801007966200002,0.7055763290520001
Ness,Kansas,KS,20135,0.11149825784000002,0.8473867595819999
Norton,Kansas,KS,20137,0.126484018265,0.825570776256
Osage,Kansas,KS,20139,0.25094284885400003,0.68363794604
Osborne,Kansas,KS,20141,0.13177410154000002,0.8197375926980001
Ottawa,Kansas,KS,20143,0.147941381717,0.788904396371
Pawnee,Kansas,KS,20145,0.217909300538,0.719446579554
Phillips,Kansas,KS,20147,0.113366526235,0.842589046342
Pottawatomie,Kansas,KS,20149,0.211506902211,0.719277922579
Pratt,Kansas,KS,20151,0.202049395691,0.741986337362
Rawlins,Kansas,KS,20153,0.110497237569,0.834944751381
Reno,Kansas,KS,20155,0.284459228932,0.643978164449
Republic,Kansas,KS,20157,0.148953301127,0.802334943639
Rice,Kansas,KS,20159,0.18727221754999998,0.743481917578
Riley,Kansas,KS,20161,0.434285714286,0.479462759463
Rooks,Kansas,KS,20163,0.11480235492,0.840622371741
Rush,Kansas,KS,20165,0.154002713704,0.798507462687
Russell,Kansas,KS,20167,0.144218551461,0.8081321473950001
Saline,Kansas,KS,20169,0.286899933981,0.630340469678
Scott,Kansas,KS,20171,0.107457156091,0.8485409912
Sedgwick,Kansas,KS,20173,0.369106500692,0.560547717842
Seward,Kansas,KS,20175,0.314358001265,0.637781994518
Shawnee,Kansas,KS,20177,0.451743428199,0.479972300673
Sheridan,Kansas,KS,20179,0.0925110132159,0.870778267254
Sherman,Kansas,KS,20181,0.134016554986,0.805281828932
Smith,Kansas,KS,20183,0.146474677259,0.811817279047
Stafford,Kansas,KS,20185,0.16082802547800001,0.78821656051
Stanton,Kansas,KS,20187,0.177897574124,0.78167115903
Stevens,Kansas,KS,20189,0.116028062601,0.844036697248
Sumner,Kansas,KS,20191,0.21476722140299997,0.7208763429530001
Thomas,Kansas,KS,20193,0.13407981625,0.813092161929
Trego,Kansas,KS,20195,0.132282385195,0.8300205620290001
Wabaunsee,Kansas,KS,20197,0.23143712574900002,0.705988023952
Wallace,Kansas,KS,20199,0.05776636713740001,0.91270860077
Washington,Kansas,KS,20201,0.14120283899900002,0.797908106089
Wichita,Kansas,KS,20203,0.148822269807,0.819057815846
Wilson,Kansas,KS,20205,0.157955198162,0.788914417002
Woodson,Kansas,KS,20207,0.19014084506999998,0.748591549296
Wyandotte,Kansas,KS,20209,0.618240040449,0.326963996039
Adair,Kentucky,KY,21001,0.16079241614,0.806635877491
Allen,Kentucky,KY,21003,0.166852195424,0.799752628324
Anderson,Kentucky,KY,21005,0.23076923076900002,0.722095671982
Ballard,Kentucky,KY,21007,0.199170124481,0.77154015133
Barren,Kentucky,KY,21009,0.231418827478,0.7298760352949999
Bath,Kentucky,KY,21011,0.297356346952,0.673366834171
Bell,Kentucky,KY,21013,0.177064031295,0.7992588017290001
Boone,Kentucky,KY,21015,0.261094700261,0.6790964378800001
Bourbon,Kentucky,KY,21017,0.31748379024,0.6334887953589999
Boyd,Kentucky,KY,21019,0.29452624370200003,0.664824145184
Boyle,Kentucky,KY,21021,0.331141707921,0.621905940594
Bracken,Kentucky,KY,21023,0.200170357751,0.76973310619
Breathitt,Kentucky,KY,21025,0.268331005587,0.696752793296
Breckinridge,Kentucky,KY,21027,0.223616657159,0.739760410724
Bullitt,Kentucky,KY,21029,0.229076479076,0.7273282273280001
Butler,Kentucky,KY,21031,0.16986547085200002,0.794260089686
Caldwell,Kentucky,KY,21033,0.210984594776,0.754688546551
Calloway,Kentucky,KY,21035,0.29609077872699996,0.646361992643
Campbell,Kentucky,KY,21037,0.345129617857,0.589814226178
Carlisle,Kentucky,KY,21039,0.166217776068,0.8056944978839999
Carroll,Kentucky,KY,21041,0.287198130356,0.6720332381199999
Carter,Kentucky,KY,21043,0.22168111425,0.738969513977
Casey,Kentucky,KY,21045,0.11913637775699999,0.851506679093
Christian,Kentucky,KY,21047,0.325705741085,0.639267751144
Clark,Kentucky,KY,21049,0.290619403446,0.6613968998950001
Clay,Kentucky,KY,21051,0.111209701272,0.8667553978110001
Clinton,Kentucky,KY,21053,0.122810956444,0.855186349349
Crittenden,Kentucky,KY,21055,0.152874132805,0.8151635282459999
Cumberland,Kentucky,KY,21057,0.149950996406,0.817379941196
Daviess,Kentucky,KY,21059,0.309560237804,0.6318193740160001
Edmonson,Kentucky,KY,21061,0.18686772284800002,0.7892727619769999
Elliott,Kentucky,KY,21063,0.259922725676,0.702493853179
Estill,Kentucky,KY,21065,0.200072228241,0.764897074756
Fayette,Kentucky,KY,21067,0.512636652169,0.41796461737400004
Fleming,Kentucky,KY,21069,0.21568,0.75552
Floyd,Kentucky,KY,21071,0.243024030022,0.7259245808370001
Franklin,Kentucky,KY,21073,0.44953859060400003,0.49576342281900004
Fulton,Kentucky,KY,21075,0.32507349853,0.6505669886600001
Gallatin,Kentucky,KY,21077,0.22465506898600002,0.7327534493100001
Garrard,Kentucky,KY,21079,0.190857743334,0.7755155654800001
Grant,Kentucky,KY,21081,0.199979059784,0.760967437965
Graves,Kentucky,KY,21083,0.199493426607,0.7641418405500001
Grayson,Kentucky,KY,21085,0.185441120788,0.778019689512
