Median Household Income 
Population Reference Bureau prb.org
"Sources: U.S. Census Bureau, Decennial Census and American Community Survey ."

FIPS,Name,Type,TimeFrame,Data
40147,Washington County,County,1999,52860
40147,Washington County,County,2006-2010,50503
40147,Washington County,County,2013-2017,50388
40149,Washita County,County,1999,43631
40149,Washita County,County,2006-2010,48493
40149,Washita County,County,2013-2017,51909
40151,Woods County,County,1999,42693
40151,Woods County,County,2006-2010,54168
40151,Woods County,County,2013-2017,57097
40153,Woodward County,County,1999,49561
40153,Woodward County,County,2006-2010,55966
40153,Woodward County,County,2013-2017,57602
41001,Baker County,County,1999,44818
41001,Baker County,County,2006-2010,44735
41001,Baker County,County,2013-2017,43765
41003,Benton County,County,1999,61835
41003,Benton County,County,2006-2010,54096
41003,Benton County,County,2013-2017,54682
41005,Clackamas County,County,1999,76864
41005,Clackamas County,County,2006-2010,69864
41005,Clackamas County,County,2013-2017,72408
41007,Clatsop County,County,1999,53576
41007,Clatsop County,County,2006-2010,47573
41007,Clatsop County,County,2013-2017,49828
41009,Columbia County,County,1999,67591
41009,Columbia County,County,2006-2010,62194
41009,Columbia County,County,2013-2017,57449
41011,Coos County,County,1999,46552
41011,Coos County,County,2006-2010,42242
41011,Coos County,County,2013-2017,40848
41013,Crook County,County,1999,51930
41013,Crook County,County,2006-2010,51895
41013,Crook County,County,2013-2017,41777
41015,Curry County,County,1999,44449
41015,Curry County,County,2006-2010,42217
41015,Curry County,County,2013-2017,42519
41017,Deschutes County,County,1999,61761
41017,Deschutes County,County,2006-2010,59796
41017,Deschutes County,County,2013-2017,59152
41019,Douglas County,County,1999,49033
41019,Douglas County,County,2006-2010,44743
41019,Douglas County,County,2013-2017,44023
41021,Gilliam County,County,1999,49606
41021,Gilliam County,County,2006-2010,n/a
41021,Gilliam County,County,2013-2017,n/a
41023,Grant County,County,1999,48055
41023,Grant County,County,2006-2010,40533
41023,Grant County,County,2013-2017,44826
41025,Harney County,County,1999,45689
41025,Harney County,County,2006-2010,43983
41025,Harney County,County,2013-2017,39504
41027,Hood River County,County,1999,56565
41027,Hood River County,County,2006-2010,57808
41027,Hood River County,County,2013-2017,57269
41029,Jackson County,County,1999,53812
41029,Jackson County,County,2006-2010,49736
41029,Jackson County,County,2013-2017,48688
41031,Jefferson County,County,1999,52915
41031,Jefferson County,County,2006-2010,46674
41031,Jefferson County,County,2013-2017,48464
41033,Josephine County,County,1999,46090
41033,Josephine County,County,2006-2010,42855
41033,Josephine County,County,2013-2017,40705
41035,Klamath County,County,1999,46545
41035,Klamath County,County,2006-2010,47117
41035,Klamath County,County,2013-2017,42531
41037,Lake County,County,1999,43547
41037,Lake County,County,2006-2010,46314
41037,Lake County,County,2013-2017,32769
41039,Lane County,County,1999,54522
41039,Lane County,County,2006-2010,48362
41039,Lane County,County,2013-2017,47710
41041,Lincoln County,County,1999,48363
41041,Lincoln County,County,2006-2010,44773
41041,Lincoln County,County,2013-2017,43291
41043,Linn County,County,1999,55372
41043,Linn County,County,2006-2010,51640
41043,Linn County,County,2013-2017,49515
41045,Malheur County,County,1999,44632
41045,Malheur County,County,2006-2010,44104
41045,Malheur County,County,2013-2017,37112
41047,Marion County,County,1999,59499
41047,Marion County,County,2006-2010,51907
41047,Marion County,County,2013-2017,53828
41049,Morrow County,County,1999,55376
41049,Morrow County,County,2006-2010,49465
41049,Morrow County,County,2013-2017,54386
41051,Multnomah County,County,1999,60921
41051,Multnomah County,County,2006-2010,55905
41051,Multnomah County,County,2013-2017,60369
41053,Polk County,County,1999,62446
41053,Polk County,County,2006-2010,57434
41053,Polk County,County,2013-2017,56032
41055,Sherman County,County,1999,51865
41055,Sherman County,County,2006-2010,n/a
41055,Sherman County,County,2013-2017,n/a
41057,Tillamook County,County,1999,50577
41057,Tillamook County,County,2006-2010,44406
41057,Tillamook County,County,2013-2017,45061
41059,Umatilla County,County,1999,53499
41059,Umatilla County,County,2006-2010,51672
41059,Umatilla County,County,2013-2017,50071
41061,Union County,County,1999,49793
41061,Union County,County,2006-2010,47505
41061,Union County,County,2013-2017,46228
41063,Wallowa County,County,1999,47419
41063,Wallowa County,County,2006-2010,46326
41063,Wallowa County,County,2013-2017,44877
41065,Wasco County,County,1999,53071
41065,Wasco County,County,2006-2010,47472
41065,Wasco County,County,2013-2017,48510
41067,Washington County,County,1999,76926
41067,Washington County,County,2006-2010,70503
41067,Washington County,County,2013-2017,74033
41069,Wheeler County,County,1999,42432
41069,Wheeler County,County,2006-2010,37636
41069,Wheeler County,County,2013-2017,33563
41071,Yamhill County,County,1999,65102
41071,Yamhill County,County,2006-2010,59136
41071,Yamhill County,County,2013-2017,58392
42001,Adams County,County,1999,63026
42001,Adams County,County,2006-2010,63692
42001,Adams County,County,2013-2017,62661
42003,Allegheny County,County,1999,56569
42003,Allegheny County,County,2006-2010,54038
42003,Allegheny County,County,2013-2017,56333
42005,Armstrong County,County,1999,46574
42005,Armstrong County,County,2006-2010,48169
42005,Armstrong County,County,2013-2017,47527
42007,Beaver County,County,1999,54600
42007,Beaver County,County,2006-2010,52043
42007,Beaver County,County,2013-2017,53981
42009,Bedford County,County,1999,48307
42009,Bedford County,County,2006-2010,45349
42009,Bedford County,County,2013-2017,48703
42011,Berks County,County,1999,65992
42011,Berks County,County,2006-2010,60246
42011,Berks County,County,2013-2017,59580
42013,Blair County,County,1999,48499
42013,Blair County,County,2006-2010,47731
42013,Blair County,County,2013-2017,45664
42015,Bradford County,County,1999,51712
42015,Bradford County,County,2006-2010,45680
42015,Bradford County,County,2013-2017,50900
42017,Bucks County,County,1999,88150
42017,Bucks County,County,2006-2010,84310
42017,Bucks County,County,2013-2017,82031
42019,Butler County,County,1999,62441
42019,Butler County,County,2006-2010,64085
42019,Butler County,County,2013-2017,66037
42021,Cambria County,County,1999,44541
42021,Cambria County,County,2006-2010,44589
42021,Cambria County,County,2013-2017,44943
42023,Cameron County,County,1999,47541
42023,Cameron County,County,2006-2010,45895
42023,Cameron County,County,2013-2017,40402
42025,Carbon County,County,1999,51823
42025,Carbon County,County,2006-2010,53794
42025,Carbon County,County,2013-2017,51236
42027,Centre County,County,1999,53375
42027,Centre County,County,2006-2010,52974
42027,Centre County,County,2013-2017,56466
42029,Chester County,County,1999,96368
42029,Chester County,County,2006-2010,95479
42029,Chester County,County,2013-2017,92417
42031,Clarion County,County,1999,45413
42031,Clarion County,County,2006-2010,45100
42031,Clarion County,County,2013-2017,44373
42033,Clearfield County,County,1999,46279
42033,Clearfield County,County,2006-2010,41835
42033,Clearfield County,County,2013-2017,45188
42035,Clinton County,County,1999,45847
42035,Clinton County,County,2006-2010,44341
42035,Clinton County,County,2013-2017,47990
42037,Columbia County,County,1999,50319
42037,Columbia County,County,2006-2010,48210
42037,Columbia County,County,2013-2017,48395
42039,Crawford County,County,1999,49530
42039,Crawford County,County,2006-2010,43856
42039,Crawford County,County,2013-2017,47179
42041,Cumberland County,County,1999,68934
42041,Cumberland County,County,2006-2010,67850
42041,Cumberland County,County,2013-2017,65544
42043,Dauphin County,County,1999,61259
42043,Dauphin County,County,2006-2010,59007
42043,Dauphin County,County,2013-2017,57071
42045,Delaware County,County,1999,73930
42045,Delaware County,County,2006-2010,69717
42045,Delaware County,County,2013-2017,69839
42047,Elk County,County,1999,55419
42047,Elk County,County,2006-2010,49288
42047,Elk County,County,2013-2017,49876
42049,Erie County,County,1999,54057
42049,Erie County,County,2006-2010,49119
42049,Erie County,County,2013-2017,48192
42051,Fayette County,County,1999,40514
42051,Fayette County,County,2006-2010,39205
42051,Fayette County,County,2013-2017,41632
42053,Forest County,County,1999,40706
42053,Forest County,County,2006-2010,39604
42053,Forest County,County,2013-2017,37106
42055,Franklin County,County,1999,59738
42055,Franklin County,County,2006-2010,57502
42055,Franklin County,County,2013-2017,58267
42057,Fulton County,County,1999,51482
42057,Fulton County,County,2006-2010,50973
42057,Fulton County,County,2013-2017,50007
42059,Greene County,County,1999,44796
42059,Greene County,County,2006-2010,45630
42059,Greene County,County,2013-2017,50972
42061,Huntingdon County,County,1999,49166
42061,Huntingdon County,County,2006-2010,46984
42061,Huntingdon County,County,2013-2017,46765
42063,Indiana County,County,1999,44620
42063,Indiana County,County,2006-2010,45322
42063,Indiana County,County,2013-2017,46306
42065,Jefferson County,County,1999,46818
42065,Jefferson County,County,2006-2010,43273
42065,Jefferson County,County,2013-2017,45342
42067,Juniata County,County,1999,51210
42067,Juniata County,County,2006-2010,49887
42067,Juniata County,County,2013-2017,50571
42069,Lackawanna County,County,1999,50826
42069,Lackawanna County,County,2006-2010,49207
42069,Lackawanna County,County,2013-2017,48380
42071,Lancaster County,County,1999,67163
42071,Lancaster County,County,2006-2010,61705
42071,Lancaster County,County,2013-2017,61492
42073,Lawrence County,County,1999,48928
42073,Lawrence County,County,2006-2010,47964
42073,Lawrence County,County,2013-2017,47188
42075,Lebanon County,County,1999,60272
42075,Lebanon County,County,2006-2010,58990
42075,Lebanon County,County,2013-2017,57698
42077,Lehigh County,County,1999,64125
42077,Lehigh County,County,2006-2010,60326
42077,Lehigh County,County,2013-2017,60116
42079,Luzerne County,County,1999,49842
42079,Luzerne County,County,2006-2010,47574
42079,Luzerne County,County,2013-2017,49290
42081,Lycoming County,County,1999,50203
42081,Lycoming County,County,2006-2010,48098
42081,Lycoming County,County,2013-2017,50634
42083,McKean County,County,1999,48763
42083,McKean County,County,2006-2010,45178
42083,McKean County,County,2013-2017,45866
42085,Mercer County,County,1999,51163
42085,Mercer County,County,2006-2010,47968
42085,Mercer County,County,2013-2017,47340
42087,Mifflin County,County,1999,47486
42087,Mifflin County,County,2006-2010,42296
42087,Mifflin County,County,2013-2017,46286
42089,Monroe County,County,1999,68270
42089,Monroe County,County,2006-2010,63922
42089,Monroe County,County,2013-2017,61430
42091,Montgomery County,County,1999,89776
42091,Montgomery County,County,2006-2010,86059
42091,Montgomery County,County,2013-2017,84791
42093,Montour County,County,1999,56194
42093,Montour County,County,2006-2010,50990
42093,Montour County,County,2013-2017,56250
42095,Northampton County,County,1999,66760
42095,Northampton County,County,2006-2010,66208
42095,Northampton County,County,2013-2017,65390
42097,Northumberland County,County,1999,46216
42097,Northumberland County,County,2006-2010,43251
42097,Northumberland County,County,2013-2017,44534
42099,Perry County,County,1999,61853
42099,Perry County,County,2006-2010,59332
42099,Perry County,County,2013-2017,60847
42101,Philadelphia County,County,1999,45377
42101,Philadelphia County,County,2006-2010,40845
42101,Philadelphia County,County,2013-2017,40649
42103,Pike County,County,1999,65836
42103,Pike County,County,2006-2010,64046
42103,Pike County,County,2013-2017,63417
42105,Potter County,County,1999,47602
42105,Potter County,County,2006-2010,44163
42105,Potter County,County,2013-2017,41406
42107,Schuylkill County,County,1999,48260
42107,Schuylkill County,County,2006-2010,47677
42107,Schuylkill County,County,2013-2017,47642
42109,Snyder County,County,1999,53104
42109,Snyder County,County,2006-2010,50379
42109,Snyder County,County,2013-2017,54182
42111,Somerset County,County,1999,45621
42111,Somerset County,County,2006-2010,44161
42111,Somerset County,County,2013-2017,46132
42113,Sullivan County,County,1999,44688
42113,Sullivan County,County,2006-2010,40843
42113,Sullivan County,County,2013-2017,45519
42115,Susquehanna County,County,1999,49622
42115,Susquehanna County,County,2006-2010,48964
42115,Susquehanna County,County,2013-2017,52014
42117,Tioga County,County,1999,47258
42117,Tioga County,County,2006-2010,45449
42117,Tioga County,County,2013-2017,50017
42119,Union County,County,1999,59531
42119,Union County,County,2006-2010,51236
42119,Union County,County,2013-2017,53768
42121,Venango County,County,1999,47607
42121,Venango County,County,2006-2010,44857
42121,Venango County,County,2013-2017,46487
42123,Warren County,County,1999,53254
42123,Warren County,County,2006-2010,46518
42123,Warren County,County,2013-2017,45781
42125,Washington County,County,1999,55503
42125,Washington County,County,2006-2010,55983
42125,Washington County,County,2013-2017,59309
42127,Wayne County,County,1999,50301
42127,Wayne County,County,2006-2010,51750
42127,Wayne County,County,2013-2017,52161
42129,Westmoreland County,County,1999,54764
42129,Westmoreland County,County,2006-2010,53732
42129,Westmoreland County,County,2013-2017,56702
42131,Wyoming County,County,1999,53670
42131,Wyoming County,County,2006-2010,53410
42131,Wyoming County,County,2013-2017,55965
42133,York County,County,1999,66810
42133,York County,County,2006-2010,64779
42133,York County,County,2013-2017,61707
44001,Bristol County,County,1999,74882
44001,Bristol County,County,2006-2010,76992
44001,Bristol County,County,2013-2017,74630
44003,Kent County,County,1999,70277
44003,Kent County,County,2006-2010,68829
44003,Kent County,County,2013-2017,69047
44005,Newport County,County,1999,74455
44005,Newport County,County,2006-2010,75759
44005,Newport County,County,2013-2017,75463
44007,Providence County,County,1999,54534
44007,Providence County,County,2006-2010,54646
44007,Providence County,County,2013-2017,52530
44009,Washington County,County,1999,78374
44009,Washington County,County,2006-2010,79191
44009,Washington County,County,2013-2017,77862
45001,Abbeville County,County,1999,48165
45001,Abbeville County,County,2006-2010,37343
45001,Abbeville County,County,2013-2017,35254
45003,Aiken County,County,1999,55920
45003,Aiken County,County,2006-2010,50103
45003,Aiken County,County,2013-2017,47713
45005,Allendale County,County,1999,30843
45005,Allendale County,County,2006-2010,22626
45005,Allendale County,County,2013-2017,23331
45007,Anderson County,County,1999,54323
45007,Anderson County,County,2006-2010,48303
45007,Anderson County,County,2013-2017,45551
45009,Bamberg County,County,1999,35431
45009,Bamberg County,County,2006-2010,36661
45009,Bamberg County,County,2013-2017,n/a
45011,Barnwell County,County,1999,42197
45011,Barnwell County,County,2006-2010,38101
45011,Barnwell County,County,2013-2017,34035
45013,Beaufort County,County,1999,69355
45013,Beaufort County,County,2006-2010,62292
45013,Beaufort County,County,2013-2017,60603
45015,Berkeley County,County,1999,58899
45015,Berkeley County,County,2006-2010,57211
45015,Berkeley County,County,2013-2017,56697
45017,Calhoun County,County,1999,48314
45017,Calhoun County,County,2006-2010,41452
45017,Calhoun County,County,2013-2017,44010
45019,Charleston County,County,1999,55803
45019,Charleston County,County,2006-2010,54570
45019,Charleston County,County,2013-2017,57882
45021,Cherokee County,County,1999,49866
45021,Cherokee County,County,2006-2010,38457
45021,Cherokee County,County,2013-2017,35286
45023,Chester County,County,1999,47855
45023,Chester County,County,2006-2010,36892
45023,Chester County,County,2013-2017,37421
45025,Chesterfield County,County,1999,43513
45025,Chesterfield County,County,2006-2010,37158
45025,Chesterfield County,County,2013-2017,38469
45027,Clarendon County,County,1999,40042
45027,Clarendon County,County,2006-2010,37256
45027,Clarendon County,County,2013-2017,35838
45029,Colleton County,County,1999,43882
45029,Colleton County,County,2006-2010,37478
45029,Colleton County,County,2013-2017,34996
45031,Darlington County,County,1999,45881
45031,Darlington County,County,2006-2010,43242
45031,Darlington County,County,2013-2017,36217
45033,Dillon County,County,1999,39303
45033,Dillon County,County,2006-2010,30216
45033,Dillon County,County,2013-2017,30866
45035,Dorchester County,County,1999,63929
45035,Dorchester County,County,2006-2010,62008
45035,Dorchester County,County,2013-2017,58685
45037,Edgefield County,County,1999,51871
45037,Edgefield County,County,2006-2010,48262
45037,Edgefield County,County,2013-2017,47500
45039,Fairfield County,County,1999,44831
45039,Fairfield County,County,2006-2010,36080
45039,Fairfield County,County,2013-2017,35551
45041,Florence County,County,1999,51868
45041,Florence County,County,2006-2010,45617
45041,Florence County,County,2013-2017,43310
45043,Georgetown County,County,1999,52116
45043,Georgetown County,County,2006-2010,48072
45043,Georgetown County,County,2013-2017,46967
45045,Greenville County,County,1999,60731
45045,Greenville County,County,2006-2010,52764
45045,Greenville County,County,2013-2017,53739
45047,Greenwood County,County,1999,51216
45047,Greenwood County,County,2006-2010,43713
45047,Greenwood County,County,2013-2017,39196
45049,Hampton County,County,1999,42463
45049,Hampton County,County,2006-2010,39262
45049,Hampton County,County,2013-2017,32147
45051,Horry County,County,1999,53825
45051,Horry County,County,2006-2010,48609
45051,Horry County,County,2013-2017,46475
45053,Jasper County,County,1999,45349
45053,Jasper County,County,2006-2010,42131
45053,Jasper County,County,2013-2017,39740
45055,Kershaw County,County,1999,57270
45055,Kershaw County,County,2006-2010,49648
45055,Kershaw County,County,2013-2017,46565
45057,Lancaster County,County,1999,51195
45057,Lancaster County,County,2006-2010,43896
45057,Lancaster County,County,2013-2017,50557
45059,Laurens County,County,1999,50081
45059,Laurens County,County,2006-2010,42285
45059,Laurens County,County,2013-2017,40580
45061,Lee County,County,1999,39711
45061,Lee County,County,2006-2010,26340
45061,Lee County,County,2013-2017,31963
45063,Lexington County,County,1999,65911
45063,Lexington County,County,2006-2010,58820
45063,Lexington County,County,2013-2017,57482
45065,McCormick County,County,1999,46604
45065,McCormick County,County,2006-2010,40402
45065,McCormick County,County,2013-2017,40622
45067,Marion County,County,1999,39149
45067,Marion County,County,2006-2010,34510
45067,Marion County,County,2013-2017,31129
45069,Marlboro County,County,1999,39255
45069,Marlboro County,County,2006-2010,31197
45069,Marlboro County,County,2013-2017,33921
45071,Newberry County,County,1999,48508
45071,Newberry County,County,2006-2010,47114
45071,Newberry County,County,2013-2017,39600
45073,Oconee County,County,1999,54115
45073,Oconee County,County,2006-2010,47622
45073,Oconee County,County,2013-2017,43978
45075,Orangeburg County,County,1999,43637
45075,Orangeburg County,County,2006-2010,37012
45075,Orangeburg County,County,2013-2017,34943
45077,Pickens County,County,1999,53447
45077,Pickens County,County,2006-2010,47207
45077,Pickens County,County,2013-2017,45332
45079,Richland County,County,1999,58978
45079,Richland County,County,2006-2010,53995
45079,Richland County,County,2013-2017,52082
45081,Saluda County,County,1999,52798
45081,Saluda County,County,2006-2010,45641
45081,Saluda County,County,2013-2017,41885
45083,Spartanburg County,County,1999,55462
45083,Spartanburg County,County,2006-2010,48088
45083,Spartanburg County,County,2013-2017,47575
45085,Sumter County,County,1999,49114
45085,Sumter County,County,2006-2010,44096
45085,Sumter County,County,2013-2017,41946
45087,Union County,County,1999,46403
45087,Union County,County,2006-2010,37711
45087,Union County,County,2013-2017,37493
45089,Williamsburg County,County,1999,35737
45089,Williamsburg County,County,2006-2010,27256
45089,Williamsburg County,County,2013-2017,30976
45091,York County,County,1999,65734
45091,York County,County,2006-2010,58505
45091,York County,County,2013-2017,59394
46003,Aurora County,County,1999,43956
46003,Aurora County,County,2006-2010,50961
46003,Aurora County,County,2013-2017,57257
46005,Beadle County,County,1999,45029
46005,Beadle County,County,2006-2010,45875
46005,Beadle County,County,2013-2017,48995
46007,Bennett County,County,1999,37359
46007,Bennett County,County,2006-2010,n/a
46007,Bennett County,County,2013-2017,45725
46009,Bon Homme County,County,1999,45227
46009,Bon Homme County,County,2006-2010,46316
46009,Bon Homme County,County,2013-2017,52923
46011,Brookings County,County,1999,52302
46011,Brookings County,County,2006-2010,50853
46011,Brookings County,County,2013-2017,53473
46013,Brown County,County,1999,51681
46013,Brown County,County,2006-2010,51395
46013,Brown County,County,2013-2017,53807
46015,Brule County,County,1999,47774
46015,Brule County,County,2006-2010,54394
46015,Brule County,County,2013-2017,50870
46017,Buffalo County,County,1999,18732
46017,Buffalo County,County,2006-2010,31465
46017,Buffalo County,County,2013-2017,n/a
46019,Butte County,County,1999,42860
46019,Butte County,County,2006-2010,43988
46019,Butte County,County,2013-2017,44786
46021,Campbell County,County,1999,42495
46021,Campbell County,County,2006-2010,48261
46021,Campbell County,County,2013-2017,n/a
46023,Charles Mix County,County,1999,38461
46023,Charles Mix County,County,2006-2010,40345
46023,Charles Mix County,County,2013-2017,44104
46025,Clark County,County,1999,44583
46025,Clark County,County,2006-2010,49456
46025,Clark County,County,2013-2017,47500
46027,Clay County,County,1999,40638
46027,Clay County,County,2006-2010,41912
46027,Clay County,County,2013-2017,41773
46029,Codington County,County,1999,53511
46029,Codington County,County,2006-2010,48759
46029,Codington County,County,2013-2017,52025
46031,Corson County,County,1999,30483
46031,Corson County,County,2006-2010,34790
46031,Corson County,County,2013-2017,32260
46033,Custer County,County,1999,53579
46033,Custer County,County,2006-2010,52666
46033,Custer County,County,2013-2017,56449
46035,Davison County,County,1999,49407
46035,Davison County,County,2006-2010,47172
46035,Davison County,County,2013-2017,48665
46037,Day County,County,1999,44611
46037,Day County,County,2006-2010,41483
46037,Day County,County,2013-2017,43902
46039,Deuel County,County,1999,46915
46039,Deuel County,County,2006-2010,52956
46039,Deuel County,County,2013-2017,57969
46041,Dewey County,County,1999,34347
46041,Dewey County,County,2006-2010,n/a
46041,Dewey County,County,2013-2017,41190
46043,Douglas County,County,1999,42030
46043,Douglas County,County,2006-2010,48217
46043,Douglas County,County,2013-2017,52543
46045,Edmunds County,County,1999,47531
46045,Edmunds County,County,2006-2010,52985
46045,Edmunds County,County,2013-2017,65380
46047,Fall River County,County,1999,43732
46047,Fall River County,County,2006-2010,n/a
46047,Fall River County,County,2013-2017,48862
46049,Faulk County,County,1999,44626
46049,Faulk County,County,2006-2010,43044
46049,Faulk County,County,2013-2017,n/a
46051,Grant County,County,1999,48834
46051,Grant County,County,2006-2010,48026
46051,Grant County,County,2013-2017,56276
46053,Gregory County,County,1999,33550
46053,Gregory County,County,2006-2010,38241
46053,Gregory County,County,2013-2017,42679
46055,Haakon County,County,1999,44120
46055,Haakon County,County,2006-2010,52146
46055,Haakon County,County,2013-2017,38873
46057,Hamlin County,County,1999,49960
46057,Hamlin County,County,2006-2010,50070
46057,Hamlin County,County,2013-2017,61784
46059,Hand County,County,1999,47785
46059,Hand County,County,2006-2010,51711
46059,Hand County,County,2013-2017,50720
46061,Hanson County,County,1999,48776
46061,Hanson County,County,2006-2010,52455
46061,Hanson County,County,2013-2017,62448
46063,Harding County,County,1999,36897
46063,Harding County,County,2006-2010,n/a
46063,Harding County,County,2013-2017,55972
46065,Hughes County,County,1999,63419
46065,Hughes County,County,2006-2010,60280
46065,Hughes County,County,2013-2017,59741
46067,Hutchinson County,County,1999,44315
46067,Hutchinson County,County,2006-2010,44291
46067,Hutchinson County,County,2013-2017,49583
46069,Hyde County,County,1999,45904
46069,Hyde County,County,2006-2010,n/a
46069,Hyde County,County,2013-2017,53696
46071,Jackson County,County,1999,35340
46071,Jackson County,County,2006-2010,40961
46071,Jackson County,County,2013-2017,38041
46073,Jerauld County,County,1999,45295
46073,Jerauld County,County,2006-2010,45753
46073,Jerauld County,County,2013-2017,49882
46075,Jones County,County,1999,44701
46075,Jones County,County,2006-2010,n/a
46075,Jones County,County,2013-2017,n/a
46077,Kingsbury County,County,1999,46139
46077,Kingsbury County,County,2006-2010,50644
46077,Kingsbury County,County,2013-2017,58794
46079,Lake County,County,1999,50308
46079,Lake County,County,2006-2010,51385
46079,Lake County,County,2013-2017,58467
46081,Lawrence County,County,1999,46867
46081,Lawrence County,County,2006-2010,47723
46081,Lawrence County,County,2013-2017,49275
46083,Lincoln County,County,1999,71341
46083,Lincoln County,County,2006-2010,75901
46083,Lincoln County,County,2013-2017,81849
46085,Lyman County,County,1999,42076
46085,Lyman County,County,2006-2010,40926
46085,Lyman County,County,2013-2017,47113
46087,McCook County,County,1999,52240
46087,McCook County,County,2006-2010,47347
46087,McCook County,County,2013-2017,60808
46089,McPherson County,County,1999,33030
46089,McPherson County,County,2006-2010,35968
46089,McPherson County,County,2013-2017,41674
46091,Marshall County,County,1999,45113
46091,Marshall County,County,2006-2010,46221
46091,Marshall County,County,2013-2017,60948
46093,Meade County,County,1999,54596
46093,Meade County,County,2006-2010,52032
46093,Meade County,County,2013-2017,54286
46095,Mellette County,County,1999,34268
46095,Mellette County,County,2006-2010,38370
46095,Mellette County,County,2013-2017,31165
46097,Miner County,County,1999,43566
46097,Miner County,County,2006-2010,49528
46097,Miner County,County,2013-2017,50658
46099,Minnehaha County,County,1999,62822
46099,Minnehaha County,County,2006-2010,58363
46099,Minnehaha County,County,2013-2017,57322
46101,Moody County,County,1999,52345
46101,Moody County,County,2006-2010,58988
46101,Moody County,County,2013-2017,56233
46102,Oglala Lakota County,County,1999,30869
46102,Oglala Lakota County,County,2006-2010,27483
46102,Oglala Lakota County,County,2013-2017,27804
46103,Pennington County,County,1999,55323
46103,Pennington County,County,2006-2010,52786
46103,Pennington County,County,2013-2017,52245
46105,Perkins County,County,1999,40956
46105,Perkins County,County,2006-2010,37588
46105,Perkins County,County,2013-2017,50450
46107,Potter County,County,1999,44403
46107,Potter County,County,2006-2010,n/a
46107,Potter County,County,2013-2017,51597
46109,Roberts County,County,1999,41800
46109,Roberts County,County,2006-2010,42486
46109,Roberts County,County,2013-2017,51228
46111,Sanborn County,County,1999,49257
46111,Sanborn County,County,2006-2010,50400
46111,Sanborn County,County,2013-2017,54677
46115,Spink County,County,1999,46810
46115,Spink County,County,2006-2010,50702
46115,Spink County,County,2013-2017,52000
46117,Stanley County,County,1999,60762
46117,Stanley County,County,2006-2010,58448
46117,Stanley County,County,2013-2017,63233
46119,Sully County,County,1999,47966
46119,Sully County,County,2006-2010,55162
46119,Sully County,County,2013-2017,60694
46121,Todd County,County,1999,29569
46121,Todd County,County,2006-2010,n/a
46121,Todd County,County,2013-2017,26285
46123,Tripp County,County,1999,41816
46123,Tripp County,County,2006-2010,45318
46123,Tripp County,County,2013-2017,48409
46125,Turner County,County,1999,53219
46125,Turner County,County,2006-2010,54159
46125,Turner County,County,2013-2017,54294
46127,Union County,County,1999,66105
46127,Union County,County,2006-2010,67478
46127,Union County,County,2013-2017,65434
46129,Walworth County,County,1999,41080
46129,Walworth County,County,2006-2010,44524
46129,Walworth County,County,2013-2017,n/a
46135,Yankton County,County,1999,52208
46135,Yankton County,County,2006-2010,53095
46135,Yankton County,County,2013-2017,50029
46137,Ziebach County,County,1999,26659
46137,Ziebach County,County,2006-2010,31073
46137,Ziebach County,County,2013-2017,35000
47001,Anderson County,County,1999,52369
47001,Anderson County,County,2006-2010,50308
47001,Anderson County,County,2013-2017,47206
47003,Bedford County,County,1999,54208
47003,Bedford County,County,2006-2010,43435
47003,Bedford County,County,2013-2017,47117
47005,Benton County,County,1999,42327
47005,Benton County,County,2006-2010,38255
47005,Benton County,County,2013-2017,33702
47007,Bledsoe County,County,1999,42774
47007,Bledsoe County,County,2006-2010,n/a
47007,Bledsoe County,County,2013-2017,40450
47009,Blount County,County,1999,55880
47009,Blount County,County,2006-2010,53318
47009,Blount County,County,2013-2017,51172
47011,Bradley County,County,1999,51706
47011,Bradley County,County,2006-2010,45105
47011,Bradley County,County,2013-2017,46381
47013,Campbell County,County,1999,37318
47013,Campbell County,County,2006-2010,34574
47013,Campbell County,County,2013-2017,35377
47015,Cannon County,County,1999,48422
47015,Cannon County,County,2006-2010,43641
47015,Cannon County,County,2013-2017,47457
47017,Carroll County,County,1999,44960
47017,Carroll County,County,2006-2010,40742
47017,Carroll County,County,2013-2017,38201
47019,Carter County,County,1999,40396
47019,Carter County,County,2006-2010,35123
47019,Carter County,County,2013-2017,34625
47021,Cheatham County,County,1999,67648
47021,Cheatham County,County,2006-2010,59248
47021,Cheatham County,County,2013-2017,56150
47023,Chester County,County,1999,50695
47023,Chester County,County,2006-2010,44973
47023,Chester County,County,2013-2017,43740
47025,Claiborne County,County,1999,38051
47025,Claiborne County,County,2006-2010,35326
47025,Claiborne County,County,2013-2017,35428
47027,Clay County,County,1999,35359
47027,Clay County,County,2006-2010,n/a
47027,Clay County,County,2013-2017,30801
47029,Cocke County,County,1999,37713
47029,Cocke County,County,2006-2010,32460
47029,Cocke County,County,2013-2017,32027
47031,Coffee County,County,1999,51505
47031,Coffee County,County,2006-2010,45157
47031,Coffee County,County,2013-2017,46614
47033,Crockett County,County,1999,44299
47033,Crockett County,County,2006-2010,41188
47033,Crockett County,County,2013-2017,39692
47035,Cumberland County,County,1999,45606
47035,Cumberland County,County,2006-2010,41478
47035,Cumberland County,County,2013-2017,40994
47037,Davidson County,County,1999,58736
47037,Davidson County,County,2006-2010,51455
47037,Davidson County,County,2013-2017,53419
47039,Decatur County,County,1999,42418
47039,Decatur County,County,2006-2010,n/a
