county,state,sab,fips,per_dem,per_gop,pop_2019,median_income
adams,Indiana,IN,18001,0.214893780198,0.7394738860340001,35777,59958.0
allen,Indiana,IN,18003,0.37878548841799997,0.5748180564800001,379299,62977.0
bartholomew,Indiana,IN,18005,0.303837722684,0.637160764457,83779,65210.0
benton,Indiana,IN,18007,0.235358511221,0.705801860974,8748,58759.0
blackford,Indiana,IN,18009,0.257776856076,0.6945250933220001,11758,51302.0
boone,Indiana,IN,18011,0.317550918561,0.6130189326600001,67843,73251.0
brown,Indiana,IN,18013,0.318411734952,0.634167931209,15092,64508.0
carroll,Indiana,IN,18015,0.219653850621,0.728656057614,20257,62986.0
cass,Indiana,IN,18017,0.265864874425,0.6860275910860001,37689,57844.0
clark,Indiana,IN,18019,0.367701158422,0.587273011897,118302,59199.0
clay,Indiana,IN,18021,0.204813926636,0.7574384936499999,26225,54408.0
clinton,Indiana,IN,18023,0.236970410222,0.717047747142,32399,60155.0
crawford,Indiana,IN,18025,0.288172511435,0.65628403398,10577,48182.0
daviess,Indiana,IN,18027,0.167660208644,0.7959202682559999,33351,50274.0
dearborn,Indiana,IN,18029,0.204224173986,0.757423672104,49458,72169.0
decatur,Indiana,IN,18031,0.191167192429,0.765029292474,26559,59627.0
dekalb,Indiana,IN,18033,0.234360133206,0.716817316841,43475,66280.0
delaware,Indiana,IN,18035,0.40493075907700005,0.541779458153,114135,51152.0
dubois,Indiana,IN,18037,0.270572877441,0.671034794397,42736,65188.0
elkhart,Indiana,IN,18039,0.317041741452,0.6413855523340001,206341,65644.0
fayette,Indiana,IN,18041,0.236306400839,0.717628541448,23102,57323.0
floyd,Indiana,IN,18043,0.374452652787,0.575607790463,78522,64971.0
fountain,Indiana,IN,18045,0.197484613326,0.7574257425740001,16346,56259.0
franklin,Indiana,IN,18047,0.17898089172000003,0.788444040036,22758,64245.0
fulton,Indiana,IN,18049,0.23405779794599998,0.717697635539,19974,56511.0
gibson,Indiana,IN,18051,0.24043433298900002,0.716067735264,33659,55368.0
grant,Indiana,IN,18053,0.27849756329500003,0.673917350133,65769,53371.0
greene,Indiana,IN,18055,0.21281697304400002,0.74656688222,31922,50177.0
hamilton,Indiana,IN,18057,0.37241424200999995,0.5682418798409999,338011,104826.0
hancock,Indiana,IN,18059,0.247064701474,0.695311849446,78168,83263.0
harrison,Indiana,IN,18061,0.257772020725,0.7012629533679999,40515,64087.0
hendricks,Indiana,IN,18063,0.300233862181,0.642137712934,170311,81480.0
henry,Indiana,IN,18065,0.255242839352,0.692154420922,47972,56305.0
howard,Indiana,IN,18067,0.305136855852,0.644147575774,82544,64182.0
huntington,Indiana,IN,18069,0.219481657694,0.7292475272319999,36520,61426.0
jackson,Indiana,IN,18071,0.21919917864500002,0.7333447410449999,44231,58151.0
jasper,Indiana,IN,18073,0.249718700773,0.7037731603030001,33562,64007.0
jay,Indiana,IN,18075,0.23725194674699998,0.715523737754,20436,52689.0
jefferson,Indiana,IN,18077,0.321298566228,0.634276799643,32308,56362.0
jennings,Indiana,IN,18079,0.212685560054,0.739721097616,27735,58153.0
johnson,Indiana,IN,18081,0.261486659922,0.686345860575,158167,77768.0
knox,Indiana,IN,18083,0.243622037073,0.715429826261,36594,46287.0
kosciusko,Indiana,IN,18085,0.19779358761399998,0.7493340019429999,79456,64849.0
lagrange,Indiana,IN,18087,0.217755443886,0.7354480737019999,39614,63238.0
lake,Indiana,IN,18089,0.5837590575639999,0.377358961682,485493,61735.0
laporte,Indiana,IN,18091,0.439947548562,0.50402275859,109888,61146.0
lawrence,Indiana,IN,18093,0.220696162718,0.735688823653,45370,53545.0
madison,Indiana,IN,18095,0.346533730898,0.603354453969,129569,57449.0
marion,Indiana,IN,18097,0.589015980281,0.360672445786,964582,59657.0
marshall,Indiana,IN,18099,0.266437139049,0.682252332297,46258,62844.0
martin,Indiana,IN,18101,0.183274391512,0.7686706885789999,10255,53738.0
miami,Indiana,IN,18103,0.20580357142900002,0.7421875,35516,57831.0
monroe,Indiana,IN,18105,0.593217985874,0.356229283446,148431,49163.0
montgomery,Indiana,IN,18107,0.222634262632,0.731805840673,38338,60949.0
morgan,Indiana,IN,18109,0.193617703656,0.759172546504,70489,70457.0
newton,Indiana,IN,18111,0.242272491798,0.7035054394750001,13984,60428.0
noble,Indiana,IN,18113,0.231142687981,0.722202486679,47744,63020.0
ohio,Indiana,IN,18115,0.235173123072,0.726088447035,5875,61025.0
orange,Indiana,IN,18117,0.250091586274,0.7082671876909999,19646,46585.0
owen,Indiana,IN,18119,0.228403755869,0.7219483568080001,20799,53912.0
parke,Indiana,IN,18121,0.219130170316,0.73950729927,16937,52724.0
perry,Indiana,IN,18123,0.381557632399,0.567725856698,19169,53495.0
pike,Indiana,IN,18125,0.216998494228,0.735820645809,12389,51300.0
porter,Indiana,IN,18127,0.438359567014,0.506183653192,170389,78369.0
posey,Indiana,IN,18129,0.28237467866300003,0.674244858612,25427,65247.0
pulaski,Indiana,IN,18131,0.244068420085,0.708846790509,12353,52279.0
putnam,Indiana,IN,18133,0.228610354223,0.724591280654,37576,57385.0
randolph,Indiana,IN,18135,0.23393267023699998,0.718726090283,24665,50983.0
ripley,Indiana,IN,18137,0.19319781079,0.766692728694,28324,61140.0
rush,Indiana,IN,18139,0.211394510674,0.733573606876,16581,56308.0
st. joseph,Indiana,IN,18141,0.47735080217799997,0.475267697255,271826,59655.0
scott,Indiana,IN,18143,0.291611479029,0.6704194260490001,23873,51148.0
shelby,Indiana,IN,18145,0.236799553945,0.709116253136,44729,64421.0
spencer,Indiana,IN,18147,0.28727783914,0.659905613013,20277,62653.0
starke,Indiana,IN,18149,0.269781053544,0.690114892695,22995,54966.0
steuben,Indiana,IN,18151,0.257467309016,0.696971782519,34594,65070.0
sullivan,Indiana,IN,18153,0.24687463488699998,0.717139852787,20669,48669.0
switzerland,Indiana,IN,18155,0.255564715581,0.702940368233,10751,54743.0
tippecanoe,Indiana,IN,18157,0.439417921054,0.496010724207,195732,57046.0
tipton,Indiana,IN,18159,0.211318242344,0.744207723036,15148,71648.0
union,Indiana,IN,18161,0.217589774802,0.744065733414,7054,54123.0
vanderburgh,Indiana,IN,18163,0.39323484858999996,0.561752157539,181451,54346.0
vermilion,Indiana,IN,18165,0.301027050485,0.652538695212,15498,51415.0
vigo,Indiana,IN,18167,0.402385705982,0.554070105386,107038,48976.0
wabash,Indiana,IN,18169,0.224972046217,0.731941856131,30996,59645.0
warren,Indiana,IN,18171,0.214085225823,0.738964021434,8265,61729.0
warrick,Indiana,IN,18173,0.306866155561,0.646188658854,62998,72044.0
washington,Indiana,IN,18175,0.232595076326,0.724080120004,28036,54061.0
wayne,Indiana,IN,18177,0.325395894428,0.626705767351,65884,51486.0
wells,Indiana,IN,18179,0.19698239731800002,0.7619446772840001,28296,64841.0
white,Indiana,IN,18181,0.258836598667,0.688042819632,24102,60079.0
whitley,Indiana,IN,18183,0.217508850982,0.73105889926,33964,67157.0
adair,Iowa,IA,19001,0.299813780261,0.653365256717,7152,51920.0
adams,Iowa,IA,19003,0.271373679155,0.66906820365,3602,44945.0
allamakee,Iowa,IA,19005,0.352347520842,0.595582857979,13687,50131.0
appanoose,Iowa,IA,19007,0.297408136483,0.66125328084,12426,42228.0
audubon,Iowa,IA,19009,0.319325244155,0.631843740752,5496,47545.0
benton,Iowa,IA,19011,0.34127100073,0.600876552228,25645,62617.0
black hawk,Iowa,IA,19013,0.506255832714,0.433115578684,131228,55000.0
boone,Iowa,IA,19015,0.39452231121299997,0.533323798627,26234,60161.0
bremer,Iowa,IA,19017,0.40067415730300004,0.53925093633,25062,60254.0
buchanan,Iowa,IA,19019,0.39124001183799995,0.5429614284309999,21175,56137.0
buena vista,Iowa,IA,19021,0.34857562049199997,0.59848392224,19620,52099.0
butler,Iowa,IA,19023,0.290063028027,0.659514550087,14439,52959.0
calhoun,Iowa,IA,19025,0.273457394711,0.678942213516,9668,49126.0
carroll,Iowa,IA,19027,0.31672256828,0.635074269286,20165,55013.0
cass,Iowa,IA,19029,0.275832742736,0.673990077959,12836,48589.0
cedar,Iowa,IA,19031,0.38120605156599996,0.562007244833,18627,62279.0
cerro gordo,Iowa,IA,19033,0.43476339857699997,0.511774842045,42450,52935.0
cherokee,Iowa,IA,19035,0.270934367928,0.677012609117,11235,51865.0
chickasaw,Iowa,IA,19037,0.35558347730499995,0.587246741008,11933,55565.0
clarke,Iowa,IA,19039,0.332122587968,0.614301929625,9395,50879.0
clay,Iowa,IA,19041,0.262936080543,0.6871926949189999,16016,52835.0
clayton,Iowa,IA,19043,0.355682567597,0.583534842823,17549,50280.0
clinton,Iowa,IA,19045,0.44307191841000004,0.49450501143,46429,55232.0
crawford,Iowa,IA,19047,0.289274264063,0.671524336928,16820,50065.0
dallas,Iowa,IA,19049,0.41635430789300004,0.5127468963499999,93453,71621.0
davis,Iowa,IA,19051,0.252980819077,0.7052877138410001,9000,48503.0
decatur,Iowa,IA,19053,0.324331623008,0.620037807183,7870,40355.0
delaware,Iowa,IA,19055,0.32253136934,0.62062193126,17011,54855.0
des moines,Iowa,IA,19057,0.43702239085100003,0.506546251269,38967,54298.0
dickinson,Iowa,IA,19059,0.297745681663,0.658046257441,17258,57589.0
dubuque,Iowa,IA,19061,0.464424822073,0.476864408508,97311,58418.0
emmet,Iowa,IA,19063,0.288081580625,0.663055024432,9208,49154.0
fayette,Iowa,IA,19065,0.373586059309,0.569754407419,19650,47897.0
floyd,Iowa,IA,19067,0.39787100814000004,0.547401377583,15642,52006.0
franklin,Iowa,IA,19069,0.303153611394,0.641505595117,10070,53194.0
fremont,Iowa,IA,19071,0.26983680360199996,0.675576814856,6960,56593.0
greene,Iowa,IA,19073,0.35447291054200003,0.591978160437,8888,50007.0
grundy,Iowa,IA,19075,0.272982559858,0.6674549216669999,12232,58144.0
guthrie,Iowa,IA,19077,0.304209409268,0.637247966042,10689,53862.0
hamilton,Iowa,IA,19079,0.357754644881,0.586375016471,14773,57055.0
hancock,Iowa,IA,19081,0.272055030095,0.683061049011,10630,55645.0
hardin,Iowa,IA,19083,0.329336340971,0.6210376350469999,16846,52289.0
harrison,Iowa,IA,19085,0.287747357007,0.6630523177009999,14049,56292.0
henry,Iowa,IA,19087,0.311975016153,0.620719362481,19954,57688.0
howard,Iowa,IA,19089,0.371422232083,0.579321056135,9158,51126.0
humboldt,Iowa,IA,19091,0.24855950725200002,0.708126365985,9558,56380.0
ida,Iowa,IA,19093,0.22061281336999997,0.7395543175489999,6860,51368.0
iowa,Iowa,IA,19095,0.34930026169100004,0.590852201616,16184,60839.0
jackson,Iowa,IA,19097,0.37602900823200003,0.570462563701,19439,50961.0
jasper,Iowa,IA,19099,0.378568385173,0.562207072859,37185,61519.0
jefferson,Iowa,IA,19101,0.46269216348000003,0.46719160104999996,18295,49960.0
johnson,Iowa,IA,19103,0.6602853101,0.277549347542,151140,59124.0
jones,Iowa,IA,19105,0.377484766757,0.571171711118,20681,55270.0
keokuk,Iowa,IA,19107,0.26039522437199997,0.696788801976,10246,50217.0
kossuth,Iowa,IA,19109,0.297354497354,0.66278659612,14813,51009.0
lee,Iowa,IA,19111,0.38979424904,0.5513118983199999,33657,53416.0
linn,Iowa,IA,19113,0.510020581874,0.420210353729,226706,68194.0
louisa,Iowa,IA,19115,0.33238923730500003,0.619057252681,11035,57686.0
lucas,Iowa,IA,19117,0.287642541308,0.668606004189,8600,45569.0
lyon,Iowa,IA,19119,0.144728535354,0.818813131313,11755,54427.0
madison,Iowa,IA,19121,0.31280065704599996,0.626070632406,16338,61758.0
mahaska,Iowa,IA,19123,0.24833238040800001,0.7055460263009999,22095,55071.0
marion,Iowa,IA,19125,0.31155292241099997,0.623219778968,33253,62579.0
marshall,Iowa,IA,19127,0.43067796610200004,0.515536723164,39369,56479.0
mills,Iowa,IA,19129,0.273396424816,0.663774973712,15109,62619.0
mitchell,Iowa,IA,19131,0.35055970149300003,0.59328358209,10586,51424.0
monona,Iowa,IA,19133,0.274917127072,0.688397790055,8615,49051.0
monroe,Iowa,IA,19135,0.273933402706,0.685483870968,7707,51474.0
montgomery,Iowa,IA,19137,0.262505002001,0.6864745898360001,9917,49020.0
muscatine,Iowa,IA,19139,0.434035418631,0.500314366551,42664,61696.0
o'brien,Iowa,IA,19141,0.178824169842,0.7804844855740001,13753,52774.0
osceola,Iowa,IA,19143,0.172661870504,0.7907413199869999,5958,50584.0
page,Iowa,IA,19145,0.25846727899,0.699626865672,15107,52344.0
palo alto,Iowa,IA,19147,0.298459563543,0.658750534874,8886,47832.0
plymouth,Iowa,IA,19149,0.220418166501,0.7397564524779999,25177,61453.0
pocahontas,Iowa,IA,19151,0.251109370921,0.702688593057,6619,49238.0
polk,Iowa,IA,19153,0.5239077138600001,0.408987829437,490161,68062.0
pottawattamie,Iowa,IA,19155,0.363306967271,0.5788140008529999,93206,59167.0
poweshiek,Iowa,IA,19157,0.44073042401699997,0.509233467451,18504,55841.0
ringgold,Iowa,IA,19159,0.280551415797,0.678092399404,4894,42963.0
sac,Iowa,IA,19161,0.246025591314,0.715781310585,9721,48518.0
scott,Iowa,IA,19163,0.47482268668000005,0.460460896817,172943,63022.0
shelby,Iowa,IA,19165,0.262998405104,0.692185007974,11454,55260.0
sioux,Iowa,IA,19167,0.12724442715,0.82055700706,34855,59826.0
story,Iowa,IA,19169,0.512880801472,0.39073809037,97117,59687.0
tama,Iowa,IA,19171,0.36984715145900005,0.575266327003,16854,55226.0
taylor,Iowa,IA,19173,0.251415251415,0.701964701965,6121,46191.0
union,Iowa,IA,19175,0.332871012483,0.610436893204,12241,47088.0
van buren,Iowa,IA,19177,0.239081111741,0.715825297788,7044,45891.0
wapello,Iowa,IA,19179,0.372832755401,0.580821552414,34969,47506.0
warren,Iowa,IA,19181,0.38530985287600006,0.548855699212,51466,74309.0
washington,Iowa,IA,19183,0.363821138211,0.570029563932,21965,57711.0
wayne,Iowa,IA,19185,0.246148579254,0.708319068812,6441,43361.0
webster,Iowa,IA,19187,0.36504437612400004,0.582922443297,35904,52149.0
winnebago,Iowa,IA,19189,0.335840475774,0.601189435018,10354,56646.0
winneshiek,Iowa,IA,19191,0.46696977801600004,0.475349915307,19991,57423.0
woodbury,Iowa,IA,19193,0.375049495726,0.573614701977,103107,56835.0
worth,Iowa,IA,19195,0.36124288424999995,0.579459203036,7381,53787.0
wright,Iowa,IA,19197,0.317700453858,0.6370818624979999,12562,53422.0
allen,Kansas,KS,20001,0.263078660143,0.6727512231839999,12369,46462.0
anderson,Kansas,KS,20003,0.202929508697,0.728104974062,7858,49064.0
atchison,Kansas,KS,20005,0.304395432504,0.622086657281,16073,50704.0
barber,Kansas,KS,20007,0.127206880942,0.8248076052509999,4427,49305.0
barton,Kansas,KS,20009,0.18070975416299997,0.769825535289,25779,47488.0
bourbon,Kansas,KS,20011,0.22068266306200002,0.7289624873270001,14534,46046.0
brown,Kansas,KS,20013,0.214646464646,0.7224747474750001,9564,47185.0
butler,Kansas,KS,20015,0.239880226239,0.6942811726000001,66911,67114.0
chase,Kansas,KS,20017,0.23323397913600002,0.718330849478,2648,48196.0
chautauqua,Kansas,KS,20019,0.127913279133,0.841192411924,3250,42383.0
cherokee,Kansas,KS,20021,0.233603625089,0.717505366086,19939,45022.0
cheyenne,Kansas,KS,20023,0.13342796309399999,0.8317955997159999,2657,45160.0
clark,Kansas,KS,20025,0.12004069175999998,0.827060020346,1994,49969.0
clay,Kansas,KS,20027,0.17842768983100002,0.75959216528,8002,50128.0
cloud,Kansas,KS,20029,0.194205168363,0.7454972592010001,8786,46871.0
coffey,Kansas,KS,20031,0.18147400302900002,0.75466935891,8179,55846.0
comanche,Kansas,KS,20033,0.119019836639,0.8226371061839999,1700,43413.0
cowley,Kansas,KS,20035,0.282310409991,0.658614739956,34908,50779.0
crawford,Kansas,KS,20037,0.351569008609,0.582754790336,38818,43404.0
decatur,Kansas,KS,20039,0.121917808219,0.8356164383560001,2827,44656.0
dickinson,Kansas,KS,20041,0.197552447552,0.737387612388,18466,53095.0
doniphan,Kansas,KS,20043,0.173499702911,0.7727272727269999,7600,48021.0
douglas,Kansas,KS,20045,0.6238518794969999,0.296655677884,122259,55415.0
edwards,Kansas,KS,20047,0.159021406728,0.7897553516820001,2798,45059.0
elk,Kansas,KS,20049,0.127084988086,0.832406671962,2530,40243.0
ellis,Kansas,KS,20051,0.228902229846,0.712778730703,28553,47728.0
ellsworth,Kansas,KS,20053,0.19611576542300002,0.7361005331300001,6102,52795.0
finney,Kansas,KS,20055,0.308909670126,0.632514643921,36467,56783.0
ford,Kansas,KS,20057,0.27367003367,0.672592592593,33619,55877.0
franklin,Kansas,KS,20059,0.265434415463,0.6591292925500001,25544,57636.0
geary,Kansas,KS,20061,0.360359096647,0.577360078552,31670,47106.0
gove,Kansas,KS,20063,0.11219879518100001,0.8486445783130001,2636,49457.0
graham,Kansas,KS,20065,0.146245059289,0.8007905138339999,2482,46174.0
grant,Kansas,KS,20067,0.184768498486,0.759411510169,7150,58820.0
gray,Kansas,KS,20069,0.127797115863,0.820984584784,5988,59035.0
greeley,Kansas,KS,20071,0.129890453834,0.818466353678,1232,51073.0
greenwood,Kansas,KS,20073,0.172180718605,0.7634293845610001,5982,44526.0
hamilton,Kansas,KS,20075,0.134592680047,0.814639905549,2539,47277.0
harper,Kansas,KS,20077,0.154397134899,0.7759649820929999,5436,43946.0
harvey,Kansas,KS,20079,0.344291609354,0.584800550206,34429,60374.0
haskell,Kansas,KS,20081,0.175384615385,0.7776923076919999,3968,57019.0
hodgeman,Kansas,KS,20083,0.12326043737600001,0.839960238569,1794,53123.0
jackson,Kansas,KS,20085,0.25999650777,0.678889470927,13171,59701.0
jefferson,Kansas,KS,20087,0.304625199362,0.627162311373,19043,67204.0
jewell,Kansas,KS,20089,0.12137559002000001,0.811867835469,2879,45070.0
johnson,Kansas,KS,20091,0.45155547929799994,0.47866153356700003,602401,90700.0
kearny,Kansas,KS,20093,0.169056603774,0.7909433962260001,3838,59255.0
kingman,Kansas,KS,20095,0.181042365133,0.7640963121,7152,55773.0
kiowa,Kansas,KS,20097,0.108504398827,0.8357771261,2475,46602.0
labette,Kansas,KS,20099,0.282106326556,0.660689480995,19618,45568.0
lane,Kansas,KS,20101,0.12515042117900002,0.823104693141,1535,53201.0
leavenworth,Kansas,KS,20103,0.339129262704,0.585894325381,81758,71010.0
lincoln,Kansas,KS,20105,0.14779005524900002,0.806629834254,2962,45594.0
linn,Kansas,KS,20107,0.168497312456,0.7892030848330001,9703,52993.0
logan,Kansas,KS,20109,0.110534124629,0.833827893175,2794,47421.0
lyon,Kansas,KS,20111,0.379395487441,0.540996168582,33195,48437.0
mcpherson,Kansas,KS,20113,0.255806477538,0.675640922607,28542,60715.0
marion,Kansas,KS,20115,0.21537053979899998,0.718755718207,11884,50918.0
marshall,Kansas,KS,20117,0.23154215814800003,0.709916994321,9707,47359.0
meade,Kansas,KS,20119,0.12298507462700001,0.829850746269,4033,54255.0
miami,Kansas,KS,20121,0.26842033714,0.668773790103,34237,68872.0
mitchell,Kansas,KS,20123,0.166076487252,0.784702549575,5979,49272.0
montgomery,Kansas,KS,20125,0.21999483782200002,0.7283833777850001,31829,45748.0
morris,Kansas,KS,20127,0.228193146417,0.697040498442,5620,47469.0
morton,Kansas,KS,20129,0.125,0.8362068965520001,2587,54950.0
nemaha,Kansas,KS,20131,0.142089552239,0.809154228856,10231,50617.0
neosho,Kansas,KS,20133,0.23801007966200002,0.7055763290520001,16007,47475.0
ness,Kansas,KS,20135,0.11149825784000002,0.8473867595819999,2750,47730.0
norton,Kansas,KS,20137,0.126484018265,0.825570776256,5361,45826.0
osage,Kansas,KS,20139,0.25094284885400003,0.68363794604,15949,55977.0
osborne,Kansas,KS,20141,0.13177410154000002,0.8197375926980001,3421,43014.0
ottawa,Kansas,KS,20143,0.147941381717,0.788904396371,5704,56097.0
pawnee,Kansas,KS,20145,0.217909300538,0.719446579554,6414,51914.0
phillips,Kansas,KS,20147,0.113366526235,0.842589046342,5234,51675.0
pottawatomie,Kansas,KS,20149,0.211506902211,0.719277922579,24383,59295.0
pratt,Kansas,KS,20151,0.202049395691,0.741986337362,9164,52437.0
rawlins,Kansas,KS,20153,0.110497237569,0.834944751381,2530,47383.0
reno,Kansas,KS,20155,0.284459228932,0.643978164449,61998,52408.0
republic,Kansas,KS,20157,0.148953301127,0.802334943639,4636,45005.0
rice,Kansas,KS,20159,0.18727221754999998,0.743481917578,9537,52646.0
riley,Kansas,KS,20161,0.434285714286,0.479462759463,74232,47290.0
rooks,Kansas,KS,20163,0.11480235492,0.840622371741,4920,44951.0
rush,Kansas,KS,20165,0.154002713704,0.798507462687,3036,46148.0
russell,Kansas,KS,20167,0.144218551461,0.8081321473950001,6856,43220.0
saline,Kansas,KS,20169,0.286899933981,0.630340469678,54224,55062.0
scott,Kansas,KS,20171,0.107457156091,0.8485409912,4823,59823.0
sedgwick,Kansas,KS,20173,0.369106500692,0.560547717842,516042,62703.0
seward,Kansas,KS,20175,0.314358001265,0.637781994518,21428,54242.0
shawnee,Kansas,KS,20177,0.451743428199,0.479972300673,176875,60493.0
sheridan,Kansas,KS,20179,0.0925110132159,0.870778267254,2521,49511.0
sherman,Kansas,KS,20181,0.134016554986,0.805281828932,5917,48238.0
smith,Kansas,KS,20183,0.146474677259,0.811817279047,3583,42042.0
stafford,Kansas,KS,20185,0.16082802547800001,0.78821656051,4156,45910.0
stanton,Kansas,KS,20187,0.177897574124,0.78167115903,2006,59289.0
stevens,Kansas,KS,20189,0.116028062601,0.844036697248,5485,61736.0
sumner,Kansas,KS,20191,0.21476722140299997,0.7208763429530001,22836,58172.0
thomas,Kansas,KS,20193,0.13407981625,0.813092161929,7777,54658.0
trego,Kansas,KS,20195,0.132282385195,0.8300205620290001,2803,43800.0
wabaunsee,Kansas,KS,20197,0.23143712574900002,0.705988023952,6931,61559.0
wallace,Kansas,KS,20199,0.05776636713740001,0.91270860077,1518,48704.0
washington,Kansas,KS,20201,0.14120283899900002,0.797908106089,5406,43336.0
wichita,Kansas,KS,20203,0.148822269807,0.819057815846,2119,49386.0
wilson,Kansas,KS,20205,0.157955198162,0.788914417002,8525,43903.0
woodson,Kansas,KS,20207,0.19014084506999998,0.748591549296,3138,37391.0
wyandotte,Kansas,KS,20209,0.618240040449,0.326963996039,165429,49861.0
adair,Kentucky,KY,21001,0.16079241614,0.806635877491,19202,35502.0
allen,Kentucky,KY,21003,0.166852195424,0.799752628324,21315,46104.0
anderson,Kentucky,KY,21005,0.23076923076900002,0.722095671982,22747,67054.0
ballard,Kentucky,KY,21007,0.199170124481,0.77154015133,7888,47420.0
barren,Kentucky,KY,21009,0.231418827478,0.7298760352949999,44249,46106.0
bath,Kentucky,KY,21011,0.297356346952,0.673366834171,12500,38399.0
bell,Kentucky,KY,21013,0.177064031295,0.7992588017290001,26032,28126.0
boone,Kentucky,KY,21015,0.261094700261,0.6790964378800001,133581,79097.0
bourbon,Kentucky,KY,21017,0.31748379024,0.6334887953589999,19788,51712.0
boyd,Kentucky,KY,21019,0.29452624370200003,0.664824145184,46718,48334.0
boyle,Kentucky,KY,21021,0.331141707921,0.621905940594,30060,52011.0
bracken,Kentucky,KY,21023,0.200170357751,0.76973310619,8303,51395.0
breathitt,Kentucky,KY,21025,0.268331005587,0.696752793296,12630,28270.0
breckinridge,Kentucky,KY,21027,0.223616657159,0.739760410724,20477,45094.0
bullitt,Kentucky,KY,21029,0.229076479076,0.7273282273280001,81676,66571.0
butler,Kentucky,KY,21031,0.16986547085200002,0.794260089686,12879,43398.0
caldwell,Kentucky,KY,21033,0.210984594776,0.754688546551,12747,42337.0
calloway,Kentucky,KY,21035,0.29609077872699996,0.646361992643,39001,44474.0
campbell,Kentucky,KY,21037,0.345129617857,0.589814226178,93584,61844.0
carlisle,Kentucky,KY,21039,0.166217776068,0.8056944978839999,4760,44405.0
carroll,Kentucky,KY,21041,0.287198130356,0.6720332381199999,10631,53021.0
carter,Kentucky,KY,21043,0.22168111425,0.738969513977,26797,39003.0
casey,Kentucky,KY,21045,0.11913637775699999,0.851506679093,16159,31849.0
christian,Kentucky,KY,21047,0.325705741085,0.639267751144,70461,46013.0
clark,Kentucky,KY,21049,0.290619403446,0.6613968998950001,36263,58955.0
clay,Kentucky,KY,21051,0.111209701272,0.8667553978110001,19901,24014.0
clinton,Kentucky,KY,21053,0.122810956444,0.855186349349,10218,28873.0
crittenden,Kentucky,KY,21055,0.152874132805,0.8151635282459999,8806,42889.0
cumberland,Kentucky,KY,21057,0.149950996406,0.817379941196,6614,31838.0
daviess,Kentucky,KY,21059,0.309560237804,0.6318193740160001,101511,54332.0
edmonson,Kentucky,KY,21061,0.18686772284800002,0.7892727619769999,12150,37507.0
elliott,Kentucky,KY,21063,0.259922725676,0.702493853179,7517,31014.0
estill,Kentucky,KY,21065,0.200072228241,0.764897074756,14106,34415.0
fayette,Kentucky,KY,21067,0.512636652169,0.41796461737400004,323152,58759.0
fleming,Kentucky,KY,21069,0.21568,0.75552,14581,41310.0
floyd,Kentucky,KY,21071,0.243024030022,0.7259245808370001,35589,31241.0
franklin,Kentucky,KY,21073,0.44953859060400003,0.49576342281900004,50991,59051.0
fulton,Kentucky,KY,21075,0.32507349853,0.6505669886600001,5969,35985.0
gallatin,Kentucky,KY,21077,0.22465506898600002,0.7327534493100001,8869,53754.0
garrard,Kentucky,KY,21079,0.190857743334,0.7755155654800001,17666,50599.0
grant,Kentucky,KY,21081,0.199979059784,0.760967437965,25069,56730.0
graves,Kentucky,KY,21083,0.199493426607,0.7641418405500001,37266,45566.0
grayson,Kentucky,KY,21085,0.185441120788,0.778019689512,26427,40792.0
green,Kentucky,KY,21087,0.156068279872,0.820108797599,10941,37580.0
greenup,Kentucky,KY,21089,0.25490316630800003,0.709867814325,35098,47438.0
hancock,Kentucky,KY,21091,0.289841565704,0.649580615098,8722,54481.0
hardin,Kentucky,KY,21093,0.323429128105,0.625565374713,110958,55706.0
harlan,Kentucky,KY,21095,0.127699180938,0.849683544304,26010,27547.0
harrison,Kentucky,KY,21097,0.261255466941,0.6991252894259999,18886,53442.0
hart,Kentucky,KY,21099,0.238259192949,0.732681448836,19035,37455.0
henderson,Kentucky,KY,21101,0.340595165549,0.617458866545,45210,52972.0
henry,Kentucky,KY,21103,0.255950714086,0.692243069168,16126,54996.0
hickman,Kentucky,KY,21105,0.20815948076,0.7681965693089999,4380,46660.0
hopkins,Kentucky,KY,21107,0.212054120541,0.7516359163590001,44686,45557.0
jackson,Kentucky,KY,21109,0.08768419137710001,0.889394215026,13329,29779.0
jefferson,Kentucky,KY,21111,0.540918084461,0.407502735431,766757,58234.0
jessamine,Kentucky,KY,21113,0.263781555899,0.6643482740860001,54115,59177.0
johnson,Kentucky,KY,21115,0.130753138075,0.841317991632,22188,36766.0
kenton,Kentucky,KY,21117,0.33673597107299996,0.597427160837,166998,64800.0
knott,Kentucky,KY,21119,0.21629603891600002,0.756949270327,14806,30068.0
knox,Kentucky,KY,21121,0.14673777185200002,0.823681359887,31145,27000.0
larue,Kentucky,KY,21123,0.200974996069,0.754678408555,14398,47311.0
laurel,Kentucky,KY,21125,0.138648180243,0.8299544556849999,60813,39871.0
lawrence,Kentucky,KY,21127,0.173099221468,0.797747225443,15317,31894.0
lee,Kentucky,KY,21129,0.16672925272199998,0.8077356365,7403,27369.0
leslie,Kentucky,KY,21131,0.0891464229998,0.8948072208600001,9877,27372.0
letcher,Kentucky,KY,21133,0.168875260103,0.798707699047,21553,31156.0
lewis,Kentucky,KY,21135,0.148309087474,0.824296240317,13275,32776.0
lincoln,Kentucky,KY,21137,0.19518576661400003,0.767974882261,24549,39173.0
